6318191506091622124,Holis
5602325790673878616,Holis
8156923042632223161,Holis
2696206261666173515,Holis
746693041064287936,Holis
-688063439517456014,Holis
-7675252720692690825,Holis
-4624579168024491385,Holis
7106035623940565950,Holis
3582617700902295658,Holis
-6135141581679255537,Holis
-4714642696653794736,Holis
-2117259159868299026,Holis
-5312262384343746124,Holis
8000617736679071710,Holis
1395632358190953476,Holis
-7319319833804157250,Holis
-7501704333170375085,Holis
-6629009858301811839,Holis
-8869589921667683110,Holis
-800123907819051512,Holis
5001831076495787726,Holis
1884504861253454038,Holis
6172588893420788711,Holis
-9060205193690225331,Holis
-1178627865868883308,Holis
4405780986892821564,Holis
-922644508357227031,Holis
-988618269194414755,Holis
-2077551794588768860,Holis
-1441295735343292713,Holis
-2117259159868299026,Holis
3786705399385878955,Holis
-4226377672191036665,Holis
-4088906738065458687,Holis
-967830618192779862,Holis
8275192582555585810,Holis
2947691955613235790,Holis
445369261698304287,Holis
8993164638536600489,Holis
-728081810171160707,Holis
2100390103121129622,Holis
-8294033883439182988,Holis
5149896975778045143,Holis
5756034855858636623,Holis
4161400017765392580,Holis
7129010136458965115,Holis
-2301758444138197824,Holis
-636413303212354936,Holis
5004468116618380715,Holis
-7769694947457293908,Holis
-2745643421341799919,Holis
4452540989275691881,Holis
-1051818077530193188,Holis
-3924640848350610017,Holis
8419190399457161860,Holis
8156923042632223161,Holis
-6221387849156255136,Holis
-7606804008968012690,Holis
-2519198410204863551,Holis
4362959146754826367,Holis
-5529985154412518748,Holis
1676596245318243676,Holis
6234401617792550256,Holis
2820246812729012699,Holis
556320805229380399,Holis
4497009484383942011,Holis
7564296542389539776,Holis
1859134711497742468,Holis
615464633619475364,Holis
-960650212187585431,Holis
2453315975156921175,Holis
-3856337013808866854,Holis
-1398085161719888284,Holis
-4161769321423372837,Holis
2812608071626495522,Holis
-1446104347071344778,Holis
96512761015876710,Holis
3155433114131809103,Holis
3846865954640281890,Holis
-1227368296118729518,Holis
68547743419063739,Holis
3916016314924790778,Holis
-5263051380021562619,Holis
4984486381879899154,Holis
8714039514682376026,Holis
4876483886710707810,Holis
-6573356131248942142,Holis
4949480719240366304,Holis
5116394355426960553,Holis
5665173938223058792,Holis
-3286988415957180102,Holis
4335240425036773871,Holis
-8332025638279134032,Holis
-8775485963126683627,Holis
-1874841026750215282,Holis
-8780222648463737377,Holis
3834695642326139638,Holis
6890794191847478124,Holis
3770718002664376489,Holis
2971073609371657140,Holis
-8956557669403001510,Holis
3045866444383575422,Holis
2139716835854640562,Holis
-8515965906195826132,Holis
-3505479998222006574,Holis
-3427661720177576705,Holis
7074653812444745314,Holis
-8345998159305545398,Holis
-867401799530821730,Holis
2537581239624415857,Holis
-5784051944211699156,Holis
7013988183369736001,Holis
3281146301335179378,Holis
-7141996050943463615,Holis
2113912400368484768,Holis
-7212364343222544590,Holis
4738106158710304906,Holis
4203786190845070850,Holis
6503460178598494434,Holis
-4434095189921052458,Holis
4116922079770743965,Holis
-1718121041382547178,Holis
6322535901995891135,Holis
2483630197049933771,Holis
-2011807495095874659,Holis
8103139859094121572,Holis
-286949753208712538,Holis
5019543413152824593,Holis
-1225229251926653584,Holis
-4733919487912590525,Holis
5206336442794214189,Holis
-4723071777717840393,Holis
-6939240911610599350,Holis
4792413737464198766,Holis
-8775485963126683627,Holis
-378857862596478361,Holis
8527720213198628354,Holis
8180124701232513221,Holis
7493386040127973399,Holis
-3924640848350610017,Holis
-1724580843324539121,Holis
702421675393264478,Holis
3303500043386287947,Holis
-3373423321956676373,Holis
-6843039642041558196,Holis
-2781644154978339860,Holis
-4152487066852237712,Holis
-1897668707303700281,Holis
3310527353440417008,Holis
-7726442258442229365,Holis
9032258765159639832,Holis
953187232415558148,Holis
-4810221322739949120,Holis
4073060522614267118,Holis
-3360176425353868880,Holis
7401674632603135504,Holis
-2693684488628815957,Holis
4700942566515623016,Holis
5206544713501742592,Holis
-8437775656183568180,Holis
1648311864905166025,Holis
-9032090652000691828,Holis
-2136468528166267073,Holis
7501273746094990879,Holis
6244756784243190558,Holis
-3258892030164781890,Holis
7179617420266902534,Holis
-8726438261110932038,Holis
-6710298937573668851,Holis
4404878076406816028,Holis
960517222245218428,Holis
-4562793385814279536,Holis
5489980220918166713,Holis
