-2046321824268743235,Holis
-4645568234827183336,Holis
1540440555832114873,Holis
6544497802267093192,Holis
-1073338869746085306,Holis
6188963630858065158,Holis
-2236004101423241725,Holis
7145399762183837901,Holis
1241384749099824211,Holis
-2485855432902678562,Holis
4214135975392279916,Holis
8815068279271887068,Holis
-8442290376356727961,Holis
-2767352067629218821,Holis
6165902003540209274,Holis
-5044003084326545014,Holis
4486355651536054384,Holis
-7386118138784388257,Holis
-1157522553406038249,Holis
-1815975715550352821,Holis
1257280312647616261,Holis
2594459427284334076,Holis
-6474668814052663977,Holis
-6295276988829831295,Holis
7880952153678569600,Holis
-5159597699079938110,Holis
-5565961715034428370,Holis
-3500821938566146867,Holis
6851659892675315909,Holis
-7889417474337591997,Holis
-6695210772373867693,Holis
-2767352067629218821,Holis
-6617758677242934253,Holis
-6464086357676539100,Holis
-4022775896568457034,Holis
-5358077236850985688,Holis
1379859283612785827,Holis
-2045897074785100098,Holis
-2951171858768478419,Holis
-9084515597693128500,Holis
-4245974986288993444,Holis
8233466334179599345,Holis
-6812335968964946255,Holis
7379213528710370789,Holis
-7459467819059017929,Holis
-1696717649205684844,Holis
-548434609744286675,Holis
1133888144573930833,Holis
1414623830532566333,Holis
-7944312314569484202,Holis
7981837373391023498,Holis
-1574256523332624456,Holis
3189666447403874153,Holis
8574554718328622478,Holis
-3568016772063184455,Holis
-722874175708446063,Holis
2976494375628955362,Holis
1540440555832114873,Holis
-6508206706261377338,Holis
7097525929019333701,Holis
5765253808643469267,Holis
-5960689362775555488,Holis
-4639860977845725332,Holis
-8870948201793025341,Holis
-5588299220126133988,Holis
8927447827255345184,Holis
2689734923264473417,Holis
-1188285385819692544,Holis
4023245606645713815,Holis
-6317112980103095586,Holis
-7889622617581344436,Holis
-4290162153106927413,Holis
-6476325575962811882,Holis
-547307157566340736,Holis
-8865198524372317827,Holis
-7929906823176616741,Holis
-8282084386801302984,Holis
-7059606974621833273,Holis
-1699692086742688751,Holis
-2579290982406344931,Holis
4061991788558648825,Holis
5300022783502860134,Holis
6623885299145942093,Holis
-1616819706550655705,Holis
4542396347954606244,Holis
-427341195216617962,Holis
4484057563568599794,Holis
64779264789145285,Holis
1717410763478122793,Holis
-4657679394983271706,Holis
-3735618834093338983,Holis
8706711393240238385,Holis
-6412417208238361014,Holis
8682620399221215302,Holis
-437851749097972701,Holis
1387612193744552650,Holis
5595994095818621562,Holis
-4686477222540765552,Holis
-8920951774669208157,Holis
5214538407089801807,Holis
-5718214925303010780,Holis
-1748196186866739571,Holis
-4735092758949805385,Holis
9042350214532688872,Holis
3896092025793898451,Holis
612063812713089228,Holis
-7925413284086435914,Holis
615052377280421867,Holis
-5405823214796893506,Holis
-6538461447142097946,Holis
6604006920779326621,Holis
-4880738295896632585,Holis
4186136210069418700,Holis
1338406619240540957,Holis
-8826472542245580032,Holis
-8701882341762582067,Holis
-6543926576059064663,Holis
4907769933387619528,Holis
-1121799819041262225,Holis
-1841115470134374067,Holis
4474219944873219152,Holis
1375247312385479230,Holis
-2369703579423673499,Holis
6102840128001245161,Holis
-4483142148515981891,Holis
3723985689978075649,Holis
4683075747488742960,Holis
-7220033272394388098,Holis
9175346921960597319,Holis
2113070824457430825,Holis
-3636109738745840791,Holis
-4605128473307247253,Holis
-6689714864071517126,Holis
5729976119846181026,Holis
-7136149773814158216,Holis
-8112304841257531622,Holis
-1856249073633174913,Holis
-437851749097972701,Holis
-7595491272268305237,Holis
4273161790155317542,Holis
-1574256523332624456,Holis
-66113358441339308,Holis
6144647306353064785,Holis
-8417904534701225471,Holis
-5039063449356036799,Holis
-6022499799759246571,Holis
2439158901630898014,Holis
8374873870702088622,Holis
6034598230061589807,Holis
-3018078023049681409,Holis
1450332014138834778,Holis
7217159960080197614,Holis
-3328477702532913131,Holis
8245116055560027939,Holis
-8168801983114708303,Holis
-3078821319284262013,Holis
6893797518358508485,Holis
-5364196946153867487,Holis
-313423231431431043,Holis
-4604496181308925718,Holis
5733762342760771970,Holis
-6584905225596690623,Holis
-541881363696574341,Holis
3227074675075458875,Holis
-2584006420072048399,Holis
8354644967147353635,Holis
-8388739905093776931,Holis
6918328621562493443,Holis
-6636040693169827629,Holis
-5267008148531609019,Holis
-5267287092000061760,Holis
8166463038963616486,Holis
-4452288277689468776,Holis
-3023860879245156244,Holis
-8947915243051490962,Holis
6382292860653585790,Holis
1078787217111483367,Holis
9005236225762772597,Holis
6704587117065668821,Holis
-2383271377318967252,Holis
6693013174465258372,Holis
4611427629739923121,Holis
